Winery,Wine name,Wine type,Grapes,Vintage,Region,Country,Tasting notes,Price,Tasting summary,Aromas,url
Tolaini,Tenuta San Giovanni Valdisanti,Red wine,100% Cabernet Sauvignon,2004,Toscana,Italy,"Light - Bold: 52.5439075%, Smooth - Tannic: 43.04233%, Dry - Sweet: 4.562630000000002%, Soft - Acidic: 45.586017500000004%",35.2,The taste profile of Tolaini Tenuta San Giovanni Valdisanti is based on 2157 user reviews,"{'Oak': ['oak', 'tobacco', 'vanilla', 'cedar', 'chocolate', 'coffee', 'dark chocolate', 'clove', 'baking spice', 'espresso', 'butter', 'cigar', 'mocha', 'cigar box', 'sweet tobacco', 'coconut', 'allspice', 'nutmeg', 'cola', 'dill', 'caramel', 'pastry'], 'Black Fruit': ['blackberry', 'plum', 'dark fruit', 'black fruit', 'black cherry', 'cassis', 'blueberry', 'blackcurrant', 'jam', 'black plum', 'boysenberry', 'blackberry jam', 'black raspberry', 'black olive', 'sour plum', 'olive tapenade', 'blackcurrant jam', 'kalamata olive'], 'Earth': ['leather', 'earthy', 'smoke', 'minerals', 'graphite', 'cocoa', 'mushroom', 'forest floor', 'truffle', 'balsamic', 'stone', 'game', 'tobacco leaf', 'pencil lead', 'salt', 'charcoal', 'tar', 'potting soil', 'pencil shavings', 'rubber', 'flint', 'slate', 'beef broth', 'new leather', 'roasted meat'], 'Red Fruit': ['cherry', 'red fruit', 'raspberry', 'strawberry', 'red cherry', 'red currant', 'cranberry', 'pomegranate', 'red plum', 'sour cherry', 'dried strawberry', 'bing cherry'], 'Spices': ['pepper', 'licorice', 'sage', 'savory', 'dried herbs', 'cinnamon', 'white pepper', 'anise', 'bay leaf', 'eucalyptus', 'black licorice', 'mint', 'menthol', 'fennel', 'oregano', 'star anise', 'cracked pepper', 'thyme', 'juniper', 'jalapeno', 'aniseed'], 'Dried Fruit': ['prune', 'fig', 'dried fruit', 'raisin', 'dried blueberry'], 'Vegetal': ['tomato', 'bell pepper', 'bitter almond', 'grass', 'green bell pepper', 'asparagus', 'gooseberry', 'tomato leaf'], 'Floral': ['violet', 'lavender', 'jasmine', 'perfume', 'magnolia'], 'Microbio': ['cheese', 'cream', 'sourdough', 'yeast'], 'Non Oak': ['toast', 'nutty', 'almond', 'walnut', 'dried fig', 'biscuit', 'pecan'], 'Tree Fruit': ['apple', 'pear', 'green apple', 'peach', 'apricot', 'unripe pear'], 'Citrus Fruit': ['citrus', 'lemon', 'orange'], 'Tropical Fruit': ['papaya']}",https://www.vivino.com/FR/en/tolaini-tenuta-san-giovanni-valdisanti/w/1144380?price_id=23107828&year=2004
Domaine du Petit Clocher,26 Anjou-Villages,Red wine,100% Cabernet Sauvignon,2018,Anjou-Villages,France,"Light - Bold: 42.5%, Smooth - Tannic: 52.05085%, Dry - Sweet: 0, Soft - Acidic: 80%",31.95,The taste profile of Domaine du Petit Clocher 26 Anjou-Villages is based on 7 user reviews,"{'Black Fruit': ['plum', 'blueberry'], 'Red Fruit': ['red fruit', 'red plum'], 'Oak': ['oak'], 'Earth': ['leather']}",https://www.vivino.com/FR/en/domaine-du-petit-clocher-twentysix-anjou-villages/w/7028034?price_id=35061523&year=2018
Domaine Gauby,Vieilles Vignes Côtes du Roussillon Villages,Red wine,100% Cabernet Sauvignon,2020,Côtes du Roussillon Villages,France,"Light - Bold: 62.24588750000001%, Smooth - Tannic: 55.413955%, Dry - Sweet: 7.501469999999999%, Soft - Acidic: 62.391925%",35.5,The taste profile of Domaine Gauby Vieilles Vignes Côtes du Roussillon Villages is based on 314 user reviews,"{'Oak': ['tobacco', 'chocolate', 'vanilla', 'oak', 'cedar', 'coffee', 'clove', 'incense', 'dark chocolate'], 'Black Fruit': ['black fruit', 'blackberry', 'plum', 'dark fruit', 'black cherry', 'blueberry', 'olive tapenade', 'blackcurrant', 'black olive', 'jam', 'cassis', 'mulberry'], 'Earth': ['leather', 'mushroom', 'earthy', 'smoke', 'game', 'balsamic', 'salt', 'honey', 'truffle', 'forest floor', 'minerals', 'cured meat', 'saline', 'cocoa'], 'Spices': ['licorice', 'pepper', 'dried herbs', 'cinnamon', 'thyme', 'rosemary', 'mint', 'eucalyptus', 'juniper', 'anise', 'musk'], 'Red Fruit': ['cherry', 'red fruit', 'raspberry', 'red currant', 'strawberry', 'red cherry'], 'Dried Fruit': ['prune', 'raisin'], 'Floral': ['violet', 'honeysuckle', 'lavender', 'perfume'], 'Microbio': ['cheese', 'campfire', 'oil'], 'Non Oak': ['dried fig', 'peanut', 'marzipan'], 'Citrus Fruit': ['grapefruit', 'orange peel'], 'Tropical Fruit': ['pineapple', 'tropical'], 'Tree Fruit': ['apple'], 'Vegetal': ['tomato']}",https://www.vivino.com/FR/en/domaine-gauby-vieilles-vignes-cotes-du-roussillon-villages/w/1102158?price_id=33310729&year=2020
Zuccardi,Q Cabernet Sauvignon,Red wine,100% Cabernet Sauvignon,2021,Uco Valley,Argentina,"Light - Bold: 63.72651250000001%, Smooth - Tannic: 55.405477499999996%, Dry - Sweet: 9.417035000000002%, Soft - Acidic: 46.329055000000004%",31.91,The taste profile of Zuccardi Q Cabernet Sauvignon is based on 947 user reviews,"{'Black Fruit': ['blackberry', 'blueberry', 'plum', 'cassis', 'black fruit', 'dark fruit', 'blackcurrant', 'black cherry', 'jam', 'black plum', 'bramble', 'blackberry jam', 'black raspberry', 'boysenberry', 'mulberry', 'ripe blackberry'], 'Oak': ['oak', 'vanilla', 'tobacco', 'chocolate', 'dark chocolate', 'cedar', 'baking spice', 'coffee', 'clove', 'cigar', 'mocha', 'cigar box', 'nutmeg', 'caramel', 'coconut', 'butter', 'cola', 'pastry', 'sweet tobacco', 'espresso', 'toffee'], 'Spices': ['pepper', 'licorice', 'mint', 'savory', 'eucalyptus', 'thyme', 'white pepper', 'cinnamon', 'anise', 'oregano', 'chili pepper', 'black licorice', 'star anise', 'fennel', 'vanilla bean', 'menthol', 'dried herbs', 'aniseed'], 'Red Fruit': ['cherry', 'red fruit', 'raspberry', 'strawberry', 'cranberry', 'red currant', 'red cherry', 'cherry cough syrup', 'wild strawberry', 'sour cherry', 'pomegranate'], 'Earth': ['leather', 'earthy', 'smoke', 'minerals', 'cocoa', 'forest floor', 'stone', 'tar', 'graphite', 'mushroom', 'balsamic', 'game', 'honey', 'plastic', 'potting soil', 'grilled meat', 'charcoal', 'truffle'], 'Microbio': ['cheese', 'cream', 'yeast', 'sweaty', 'yogurt'], 'Floral': ['violet', 'perfume', 'lavender', 'hibiscus'], 'Tree Fruit': ['apple', 'peach', 'melon', 'apricot', 'pear'], 'Vegetal': ['bell pepper', 'asparagus', 'tomato', 'hay', 'green bell pepper', 'rhubarb'], 'Dried Fruit': ['raisin', 'prune', 'dried fruit'], 'Non Oak': ['toast', 'dried fig', 'hazelnut', 'walnut'], 'Citrus Fruit': ['citrus', 'marmalade'], 'Tropical Fruit': ['pineapple', 'mango']}",https://www.vivino.com/FR/en/zuccardi-q-cabernet-sauvignon/w/19427?price_id=34602373&year=2021
Castelfeder,Burgum Novum Cabernet Riserva,Red wine,100% Cabernet Sauvignon,2020,Südtirol - Alto Adige,Italy,"Light - Bold: 70.424825%, Smooth - Tannic: 51.0558125%, Dry - Sweet: 12.486165%, Soft - Acidic: 22.687267500000004%",34.6,The taste profile of Castelfeder Burgum Novum Cabernet Riserva is based on 36 user reviews,"{'Black Fruit': ['blackberry', 'black fruit'], 'Earth': ['leather', 'forest floor'], 'Oak': ['cedar', 'dark chocolate'], 'Red Fruit': ['red fruit'], 'Spices': ['pepper'], 'Microbio': ['cheese']}",https://www.vivino.com/FR/en/castelfeder-burgum-novum-cabernet-riserva/w/2287517?price_id=37394401&year=2020
Parker Coonawarra Estate,Terra Rossa Cabernet Sauvignon,Red wine,100% Cabernet Sauvignon,2021,Coonawarra,Australia,"Light - Bold: 66.9486875%, Smooth - Tannic: 55.179595%, Dry - Sweet: 6.879627499999998%, Soft - Acidic: 52.79278%",31.8,The taste profile of Parker Coonawarra Estate Terra Rossa Cabernet Sauvignon is based on 810 user reviews,"{'Black Fruit': ['blackcurrant', 'blackberry', 'plum', 'cassis', 'dark fruit', 'black fruit', 'blueberry', 'black cherry', 'bramble', 'black plum', 'mulberry', 'boysenberry', 'ripe blackberry', 'jam', 'black olive', 'blackcurrant jam', 'berry jam'], 'Oak': ['oak', 'chocolate', 'cedar', 'vanilla', 'tobacco', 'dark chocolate', 'cigar box', 'coffee', 'clove', 'caramel', 'mocha', 'butter', 'toffee', 'sweet tobacco', 'coconut', 'allspice', 'pipe tobacco'], 'Spices': ['mint', 'eucalyptus', 'pepper', 'licorice', 'menthol', 'bay leaf', 'fennel', 'thyme', 'rosemary', 'anise', 'green herbs', 'white pepper', 'cinnamon', 'savory', 'dried herbs', 'oregano', 'vanilla bean'], 'Earth': ['earthy', 'leather', 'forest floor', 'smoke', 'minerals', 'tobacco leaf', 'cocoa', 'graphite', 'chalk', 'pencil shavings', 'ash', 'tar', 'mushroom', 'truffle', 'game', 'new leather', 'iron', 'salt', 'flint'], 'Red Fruit': ['cherry', 'red fruit', 'raspberry', 'red cherry', 'strawberry', 'red plum', 'red currant'], 'Vegetal': ['green bell pepper', 'tomato leaf', 'tomato', 'bell pepper', 'grass'], 'Dried Fruit': ['dried fruit', 'raisin', 'prune', 'fig', 'dried blueberry', 'fruitcake'], 'Microbio': ['cream', 'oil', 'cheese', 'curd', 'yeast'], 'Floral': ['violet', 'lavender', 'perfume', 'gardenia'], 'Non Oak': ['toast', 'dried fig', 'nutty'], 'Tree Fruit': ['pear', 'quince'], 'Tropical Fruit': ['mango']}",https://www.vivino.com/FR/en/parker-coonawarra-estate-terra-rossa-cabernet-sauvignon/w/1427400?price_id=35074351&year=2021
Roveglia,Cà d'Oro Garda Cabernet Sauvignon,Red wine,100% Cabernet Sauvignon,2019,Garda,Italy,"Light - Bold: 68.5036825%, Smooth - Tannic: 38.16587749999999%, Dry - Sweet: 30.728805%, Soft - Acidic: 27.344070000000002%",34.88,The taste profile of Roveglia Cà d'Oro Garda Cabernet Sauvignon is based on 92 user reviews,"{'Oak': ['tobacco', 'chocolate', 'oak', 'vanilla'], 'Red Fruit': ['cherry', 'red fruit', 'raspberry', 'red cherry'], 'Black Fruit': ['blackcurrant', 'black fruit', 'blackberry jam', 'blueberry', 'plum'], 'Earth': ['leather', 'honey', 'cocoa', 'minerals'], 'Spices': ['cinnamon', 'mint', 'savory', 'licorice', 'pepper'], 'Dried Fruit': ['raisin'], 'Non Oak': ['toast']}",https://www.vivino.com/FR/en/roveglia-ca-d-oro-garda-cabernet-sauvignon/w/1197126?price_id=35532544&year=2019
Fina,Caro Maestro,Red wine,100% Cabernet Sauvignon,2018,Terre Siciliane,Italy,"Light - Bold: 81.6872%, Smooth - Tannic: 49.85104749999999%, Dry - Sweet: 20.939884999999997%, Soft - Acidic: 29.955405%",33.6,The taste profile of Fina Caro Maestro is based on 195 user reviews,"{'Oak': ['oak', 'vanilla', 'chocolate', 'tobacco', 'cedar', 'cigar', 'coconut', 'clove'], 'Black Fruit': ['blackberry', 'black cherry', 'plum', 'black fruit', 'blackcurrant', 'dark fruit', 'jam', 'black plum', 'blueberry', 'cassis'], 'Red Fruit': ['cherry', 'strawberry', 'red fruit', 'red currant', 'sour cherry', 'raspberry', 'pomegranate'], 'Earth': ['leather', 'smoke', 'stone', 'minerals', 'graphite', 'pencil shavings', 'cocoa', 'grilled meat'], 'Spices': ['mint', 'pepper', 'anise', 'aniseed', 'eucalyptus'], 'Dried Fruit': ['prune', 'dried blackberry', 'dried fruit', 'raisin', 'fig'], 'Floral': ['violet']}",https://www.vivino.com/FR/en/fina-caro-maestro/w/1170450?price_id=35479601&year=2018
Draga,Cabernet Sauvignon,Red wine,100% Cabernet Sauvignon,2016,Collio,Italy,"Light - Bold: 67.5%, Smooth - Tannic: 42.5%, Dry - Sweet: 5%, Soft - Acidic: 17.5%",31.84,,{},https://www.vivino.com/FR/en/draga-cabernet-sauvignon/w/1913958?price_id=34494348&year=2016
Poggio Cagnano,Arenario,Red wine,100% Cabernet Sauvignon,2015,Maremma Toscana,Italy,"Light - Bold: 56.5757375%, Smooth - Tannic: 47.508959999999995%, Dry - Sweet: 7.424264999999998%, Soft - Acidic: 49.3086325%",33.44,The taste profile of Poggio Cagnano Arenario is based on 19 user reviews,"{'Black Fruit': ['blackcurrant', 'plum', 'blackberry', 'cassis', 'black cherry'], 'Oak': ['oak', 'vanilla', 'coffee', 'sandalwood'], 'Earth': ['earthy', 'leather', 'honey'], 'Spices': ['pepper', 'eucalyptus'], 'Floral': ['violet'], 'Citrus Fruit': ['lemon', 'citrus']}",https://www.vivino.com/FR/en/poggio-cagnano-arenario/w/5176916?price_id=29890454&year=2015
Domaine Gauby,Vieilles Vignes Côtes du Roussillon Villages,Red wine,100% Cabernet Sauvignon,2021,Côtes du Roussillon Villages,France,"Light - Bold: 62.24588750000001%, Smooth - Tannic: 55.413955%, Dry - Sweet: 7.501469999999999%, Soft - Acidic: 62.391925%",37,The taste profile of Domaine Gauby Vieilles Vignes Côtes du Roussillon Villages is based on 314 user reviews,"{'Oak': ['tobacco', 'chocolate', 'vanilla', 'oak', 'cedar', 'coffee', 'clove', 'incense', 'dark chocolate'], 'Black Fruit': ['black fruit', 'blackberry', 'plum', 'dark fruit', 'black cherry', 'blueberry', 'olive tapenade', 'blackcurrant', 'black olive', 'jam', 'cassis', 'mulberry'], 'Earth': ['leather', 'mushroom', 'earthy', 'smoke', 'game', 'balsamic', 'salt', 'honey', 'truffle', 'forest floor', 'minerals', 'cured meat', 'saline', 'cocoa'], 'Spices': ['licorice', 'pepper', 'dried herbs', 'cinnamon', 'thyme', 'rosemary', 'mint', 'eucalyptus', 'juniper', 'anise', 'musk'], 'Red Fruit': ['cherry', 'red fruit', 'raspberry', 'red currant', 'strawberry', 'red cherry'], 'Dried Fruit': ['prune', 'raisin'], 'Floral': ['violet', 'honeysuckle', 'lavender', 'perfume'], 'Microbio': ['cheese', 'campfire', 'oil'], 'Non Oak': ['dried fig', 'peanut', 'marzipan'], 'Citrus Fruit': ['grapefruit', 'orange peel'], 'Tropical Fruit': ['pineapple', 'tropical'], 'Tree Fruit': ['apple'], 'Vegetal': ['tomato']}",https://www.vivino.com/FR/en/domaine-gauby-vieilles-vignes-cotes-du-roussillon-villages/w/1102158?price_id=33958069&year=2021
Upchurch Vineyard,LTL,Red wine,100% Cabernet Sauvignon,2017,Washington,United States,"Light - Bold: 67.32877500000001%, Smooth - Tannic: 67.98356000000001%, Dry - Sweet: 4.2126699999999975%, Soft - Acidic: 66.071575%",32.95,The taste profile of Upchurch Vineyard LTL is based on 150 user reviews,"{'Black Fruit': ['blackberry', 'cassis', 'black cherry', 'plum', 'blueberry', 'dark fruit', 'black raspberry', 'black fruit', 'blackcurrant', 'blackberry jam', 'jam', 'bramble'], 'Oak': ['vanilla', 'chocolate', 'oak', 'baking spice', 'clove', 'tobacco', 'mocha', 'cigar box', 'dark chocolate', 'cedar', 'allspice'], 'Red Fruit': ['raspberry', 'cherry', 'red fruit', 'strawberry', 'red currant', 'red plum', 'red cherry'], 'Earth': ['smoke', 'leather', 'earthy', 'cocoa', 'tobacco leaf', 'oolong tea', 'salt', 'graphite'], 'Spices': ['pepper', 'licorice', 'vanilla bean', 'menthol'], 'Floral': ['rose petal', 'violet', 'lavender'], 'Vegetal': ['sun-dried tomato', 'tomato leaf', 'bell pepper'], 'Non Oak': ['peanut shell', 'walnut'], 'Tree Fruit': ['peach', 'melon'], 'Microbio': ['cream']}",https://www.vivino.com/FR/en/upchurch-ltl/w/6954916?price_id=30695275&year=2017
Clos de Luz,Massal 1945 Cabernet Sauvignon,Red wine,100% Cabernet Sauvignon,2018,Colchagua Valley,Chile,"Light - Bold: 68.329685%, Smooth - Tannic: 52.71229%, Dry - Sweet: 7.5774750000000015%, Soft - Acidic: 47.502605%",34.68,The taste profile of Clos de Luz Massal 1945 Cabernet Sauvignon is based on 371 user reviews,"{'Oak': ['oak', 'vanilla', 'chocolate', 'tobacco', 'cedar', 'baking spice', 'clove', 'coffee', 'espresso', 'dark chocolate', 'milk chocolate', 'mocha', 'allspice', 'cola', 'cigar'], 'Black Fruit': ['blackcurrant', 'plum', 'blackberry', 'black cherry', 'black fruit', 'dark fruit', 'cassis', 'blueberry', 'jam', 'ripe blackberry', 'black olive'], 'Earth': ['earthy', 'leather', 'balsamic', 'smoke', 'graphite', 'tar', 'slate', 'stone', 'mushroom', 'rubber', 'minerals', 'game', 'smoked meats', 'volcanic rock', 'forest floor', 'wet slate', 'pencil shavings'], 'Red Fruit': ['red fruit', 'raspberry', 'cherry', 'strawberry', 'red cherry', 'red currant', 'watermelon'], 'Spices': ['pepper', 'eucalyptus', 'menthol', 'licorice', 'mint', 'juniper', 'rosemary', 'savory', 'cinnamon', 'green peppercorn', 'thyme', 'white pepper', 'dried herbs', 'star anise'], 'Vegetal': ['green bell pepper', 'bell pepper', 'grass', 'tomato leaf'], 'Dried Fruit': ['prune', 'dried blackberry', 'raisin'], 'Microbio': ['cheese', 'cream', 'yeast'], 'Non Oak': ['toast'], 'Floral': ['violet'], 'Citrus Fruit': ['tangerine']}",https://www.vivino.com/FR/en/clos-de-luz-massal-1945-cabernet-sauvignon/w/4099478?price_id=27416167&year=2018
Clos de Luz,Massal 1945 Cabernet Sauvignon,Red wine,100% Cabernet Sauvignon,2019,Colchagua Valley,Chile,"Light - Bold: 68.329685%, Smooth - Tannic: 52.71229%, Dry - Sweet: 7.5774750000000015%, Soft - Acidic: 47.502605%",32.51,The taste profile of Clos de Luz Massal 1945 Cabernet Sauvignon is based on 371 user reviews,"{'Oak': ['oak', 'vanilla', 'chocolate', 'tobacco', 'cedar', 'baking spice', 'clove', 'coffee', 'espresso', 'dark chocolate', 'milk chocolate', 'mocha', 'allspice', 'cola', 'cigar'], 'Black Fruit': ['blackcurrant', 'plum', 'blackberry', 'black cherry', 'black fruit', 'dark fruit', 'cassis', 'blueberry', 'jam', 'ripe blackberry', 'black olive'], 'Earth': ['earthy', 'leather', 'balsamic', 'smoke', 'graphite', 'tar', 'slate', 'stone', 'mushroom', 'rubber', 'minerals', 'game', 'smoked meats', 'volcanic rock', 'forest floor', 'wet slate', 'pencil shavings'], 'Red Fruit': ['red fruit', 'raspberry', 'cherry', 'strawberry', 'red cherry', 'red currant', 'watermelon'], 'Spices': ['pepper', 'eucalyptus', 'menthol', 'licorice', 'mint', 'juniper', 'rosemary', 'savory', 'cinnamon', 'green peppercorn', 'thyme', 'white pepper', 'dried herbs', 'star anise'], 'Vegetal': ['green bell pepper', 'bell pepper', 'grass', 'tomato leaf'], 'Dried Fruit': ['prune', 'dried blackberry', 'raisin'], 'Microbio': ['cheese', 'cream', 'yeast'], 'Non Oak': ['toast'], 'Floral': ['violet'], 'Citrus Fruit': ['tangerine']}",https://www.vivino.com/FR/en/clos-de-luz-massal-1945-cabernet-sauvignon/w/4099478?price_id=30513725&year=2019
Sonoma Creek Winery,Cabernet Sauvignon,Red wine,100% Cabernet Sauvignon,2017,Sonoma County,United States,"Light - Bold: 85%, Smooth - Tannic: 56.2348525%, Dry - Sweet: 0, Soft - Acidic: 42.5%",37.6,The taste profile of Sonoma Creek Winery Cabernet Sauvignon is based on 4 user reviews,"{'Black Fruit': ['plum', 'black fruit'], 'Earth': ['leather'], 'Microbio': ['cream']}",https://www.vivino.com/FR/en/sonoma-creek-cabernet-sauvignon/w/1367105?price_id=37710438&year=2017
Groot Constantia,Cabernet Sauvignon,Red wine,100% Cabernet Sauvignon,2020,Constantia,South Africa,"Light - Bold: 74.81003249999999%, Smooth - Tannic: 65.41088%, Dry - Sweet: 7.537122499999999%, Soft - Acidic: 61.010954999999996%",35.07,The taste profile of Groot Constantia Cabernet Sauvignon is based on 550 user reviews,"{'Black Fruit': ['blackcurrant', 'plum', 'black fruit', 'dark fruit', 'cassis', 'blackberry', 'black cherry', 'bramble', 'jam', 'mulberry', 'blueberry', 'black plum', 'ripe blackberry', 'black olive'], 'Oak': ['oak', 'vanilla', 'tobacco', 'cedar', 'cigar box', 'dark chocolate', 'cigar', 'chocolate', 'clove', 'coffee', 'sandalwood'], 'Earth': ['leather', 'smoke', 'earthy', 'graphite', 'pencil shavings', 'saline', 'minerals', 'cocoa', 'tobacco leaf', 'rubber', 'game', 'dried leaves', 'pencil lead', 'salt', 'truffle', 'forest floor'], 'Spices': ['cinnamon', 'pepper', 'mint', 'eucalyptus', 'licorice', 'fennel', 'musk', 'aniseed', 'thyme', 'anise', 'dried herbs'], 'Red Fruit': ['red fruit', 'cherry', 'raspberry', 'strawberry'], 'Vegetal': ['bell pepper', 'green bell pepper', 'tomato', 'tomato leaf', 'grass'], 'Microbio': ['cheese', 'curd', 'cream', 'banana'], 'Non Oak': ['nutty', 'burnt caramel', 'almond'], 'Dried Fruit': ['raisin', 'prune'], 'Citrus Fruit': ['citrus', 'lemon'], 'Tree Fruit': ['apple'], 'Floral': ['magnolia']}",https://www.vivino.com/FR/en/groot-constantia-cabernet-sauvignon/w/1117227?price_id=35187561&year=2020
Girlan,Doss Cabernet Sauvignon Riserva,Red wine,100% Cabernet Sauvignon,2005,Südtirol - Alto Adige,Italy,"Light - Bold: 66.2202825%, Smooth - Tannic: 43.885355%, Dry - Sweet: 13.836907500000002%, Soft - Acidic: 38.737922499999996%",35.2,The taste profile of Girlan Doss Cabernet Sauvignon Riserva is based on 144 user reviews,"{'Oak': ['tobacco', 'oak', 'vanilla', 'cedar', 'clove', 'chocolate', 'dark chocolate', 'coffee'], 'Earth': ['leather', 'balsamic', 'cocoa', 'smoke', 'game', 'plastic'], 'Red Fruit': ['cherry', 'red currant', 'strawberry', 'raspberry', 'red fruit'], 'Black Fruit': ['blackcurrant', 'blueberry', 'blackberry', 'cassis'], 'Spices': ['pepper', 'oregano', 'anise'], 'Vegetal': ['rhubarb']}",https://www.vivino.com/FR/en/girlan-doss-cabernet-sauvignon-riserva/w/2302333?price_id=29902154&year=2005
Donna Olimpia,Campo alla Giostra Bolgheri,Red wine,100% Cabernet Sauvignon,2020,Bolgheri,Italy,"Light - Bold: 67.95246000000002%, Smooth - Tannic: 66.65223%, Dry - Sweet: 2.650690000000001%, Soft - Acidic: 56.985812499999994%",32.64,The taste profile of Donna Olimpia Campo alla Giostra Bolgheri is based on 56 user reviews,"{'Black Fruit': ['blackcurrant', 'blackberry', 'cassis', 'blueberry', 'black cherry', 'plum', 'bramble'], 'Spices': ['pepper', 'licorice', 'anise', 'cinnamon', 'menthol'], 'Oak': ['oak', 'vanilla', 'tobacco', 'cigar', 'clove', 'coffee'], 'Earth': ['cocoa', 'leather', 'minerals', 'earthy', 'smoke'], 'Red Fruit': ['cherry', 'raspberry', 'red fruit'], 'Floral': ['violet'], 'Vegetal': ['rhubarb', 'bell pepper'], 'Dried Fruit': ['dried fruit'], 'Citrus Fruit': ['lemon']}",https://www.vivino.com/FR/en/donna_olimpia-campo-alla-giostra-bolgheri-bolgheri/w/6000319?price_id=37662836&year=2020
Vallepicciola,Parva Domus Cabernet Sauvignon,Red wine,100% Cabernet Sauvignon,2021,Toscana,Italy,"Light - Bold: 54.67892499999999%, Smooth - Tannic: 53.1066%, Dry - Sweet: 24.5291875%, Soft - Acidic: 49.546955%",31.9,The taste profile of Vallepicciola Parva Domus Cabernet Sauvignon is based on 10 user reviews,{},https://www.vivino.com/FR/en/vallepicciola-parva-domus-cabernet-sauvignon/w/11432805?price_id=36396073&year=2021
Fattoria di Rodano,Mon Nené Toscana,Red wine,100% Cabernet Sauvignon,2021,Toscana,Italy,"Light - Bold: 50.317175%, Smooth - Tannic: 47.7096975%, Dry - Sweet: 12.3282125%, Soft - Acidic: 47.80278%",34.2,The taste profile of Fattoria di Rodano Mon Nené Toscana is based on 65 user reviews,"{'Black Fruit': ['black cherry', 'plum', 'dark fruit', 'blackberry', 'blackcurrant', 'black fruit'], 'Earth': ['leather', 'graphite', 'minerals', 'ash', 'exotic spice', 'honey', 'earthy', 'charcoal', 'cocoa'], 'Oak': ['clove', 'oak', 'chocolate', 'tobacco', 'sandalwood', 'cedar', 'cola', 'vanilla'], 'Spices': ['licorice', 'eucalyptus', 'menthol'], 'Red Fruit': ['cherry'], 'Floral': ['violet', 'lavender'], 'Tree Fruit': ['apricot jam'], 'Microbio': ['cheese']}",https://www.vivino.com/FR/en/fattoria-di-rodano-mon-nene-toscana/w/4226158?price_id=33737870&year=2021
